aqi,so2,co,pm10,no2,o3(8h),pm25,Class
20,2,1,20,5,19,5,1
33,0,1,28,5,19,33,1
19,2,1,4,7,19,8,1
19,0,1,5,7,19,6,1
19,2,1,5,7,19,1,1
19,2,1,7,7,19,14,1
19,0,0,8,7,19,10,1
19,8,1,8,7,19,4,1
19,2,1,10,7,19,7,1
19,15,1,10,7,19,8,1
19,0,0,11,7,19,5,1
19,0,1,11,7,19,7,1
19,2,1,11,7,19,8,1
19,2,1,12,7,19,6,1
19,0,0,13,7,19,16,1
19,0,1,13,7,19,10,1
19,2,1,17,7,19,18,1
19,2,0,18,7,19,5,1
19,2,1,18,7,19,9,1
24,2,1,20,7,19,24,1
20,0,2,20,7,19,12,1
21,0,1,21,7,19,20,1
23,2,1,23,7,19,11,1
28,2,1,25,7,19,28,1
66,2,1,66,7,19,18,2
19,5,1,2,8,19,3,1
19,0,1,4,8,19,,1
19,2,1,5,8,19,4,1
19,2,0,7,8,19,8,1
19,2,1,7,8,19,10,1
19,2,1,8,8,19,1,1
24,2,1,11,8,19,24,1
19,5,0,12,8,19,14,1
19,2,1,12,8,19,12,1
19,2,1,12,8,19,9,1
19,2,1,13,8,19,12,1
19,0,1,14,8,19,8,1
19,2,1,15,8,19,11,1
19,2,1,16,8,19,14,1
19,0,1,17,8,19,19,1
19,0,1,17,8,19,12,1
19,5,0,18,8,19,12,1
19,2,1,18,8,19,17,1
20,5,0,20,8,19,8,1
22,2,1,21,8,19,22,1
21,2,1,21,8,19,18,1
22,2,1,22,8,19,13,1
19,2,1,3,10,19,4,1
19,0,1,5,10,19,10,1
19,2,1,5,10,19,4,1
19,2,1,9,10,19,9,1
19,0,1,10,10,19,15,1
19,5,1,10,10,19,5,1
19,0,2,10,10,19,15,1
19,2,1,11,10,19,9,1
19,0,2,12,10,19,16,1
19,2,1,13,10,19,5,1
19,2,1,14,10,19,13,1
19,2,2,14,10,19,14,1
19,2,1,15,10,19,8,1
23,2,1,16,10,19,23,1
19,2,1,17,10,19,17,1
24,2,1,18,10,19,24,1
19,2,1,19,10,19,12,1
19,5,1,19,10,19,13,1
24,2,1,21,10,19,24,1
26,5,1,26,10,19,13,1
19,2,1,5,12,19,10,1
19,2,1,7,12,19,7,1
19,0,1,8,12,19,18,1
19,0,1,8,12,19,9,1
19,2,1,8,12,19,8,1
19,2,1,8,12,19,12,1
19,5,1,9,12,19,10,1
19,0,2,9,12,19,6,1
19,2,1,10,12,19,8,1
19,2,1,10,12,19,16,1
19,0,1,11,12,19,11,1
19,2,1,11,12,19,15,1
19,5,1,11,12,19,4,1
19,2,1,14,12,19,14,1
19,2,1,16,12,19,16,1
19,2,1,18,12,19,12,1
23,0,1,20,12,19,23,1
32,2,1,20,12,19,32,1
19,2,2,4,13,19,14,1
19,5,1,9,13,19,16,1
19,2,0,10,13,19,14,1
19,0,1,10,13,19,4,1
19,2,2,11,13,19,6,1
19,2,1,12,13,19,6,1
19,5,1,12,13,19,7,1
19,5,1,13,13,19,7,1
21,0,2,14,13,19,21,1
20,2,2,14,13,19,20,1
19,2,1,15,13,19,14,1
19,0,2,15,13,19,7,1
19,0,2,17,13,19,8,1
26,0,2,18,13,19,26,1
20,2,1,20,13,19,15,1
23,5,1,23,13,19,19,1
30,2,1,24,13,19,30,1
19,2,2,6,15,19,6,1
19,2,1,7,15,19,4,1
21,12,1,9,15,19,21,1
19,0,1,11,15,19,12,1
19,8,1,11,15,19,13,1
22,10,1,11,15,19,22,1
19,2,2,11,15,19,,1
22,0,1,12,15,19,22,1
19,2,1,12,15,19,16,1
19,2,1,13,15,19,19,1
19,8,1,13,15,19,19,1
19,8,1,13,15,19,13,1
19,8,2,13,15,19,15,1
19,0,1,14,15,19,16,1
19,2,1,15,15,19,15,1
26,2,2,15,15,19,26,1
19,5,2,15,15,19,12,1
20,5,2,16,15,19,20,1
24,0,1,18,15,19,24,1
33,2,2,19,15,19,33,1
24,2,1,20,15,19,24,1
24,0,2,21,15,19,24,1
30,2,1,22,15,19,30,1
38,2,2,24,15,19,38,1
24,2,3,24,15,19,17,1
25,5,1,25,15,19,22,1
19,2,2,3,17,19,7,1
19,2,1,9,17,19,4,1
19,5,2,12,17,19,3,1
32,0,1,15,17,19,32,1
19,2,1,15,17,19,16,1
20,0,2,15,17,19,20,1
26,2,1,17,17,19,26,1
26,8,2,17,17,19,26,1
33,10,2,17,17,19,33,1
19,0,2,18,17,19,17,1
22,8,2,18,17,19,22,1
31,2,2,21,17,19,31,1
24,0,2,24,17,19,24,1
48,48,1,28,17,19,19,1
20,0,2,6,18,19,20,1
19,5,2,7,18,19,6,1
19,0,1,8,18,19,7,1
19,2,2,8,18,19,17,1
19,8,1,9,18,19,8,1
19,2,2,9,18,19,16,1
28,8,2,11,18,19,28,1
21,5,2,12,18,19,21,1
19,2,2,13,18,19,19,1
19,2,2,14,18,19,17,1
19,5,2,15,18,19,15,1
31,5,1,16,18,19,31,1
19,8,1,17,18,19,15,1
38,10,2,19,18,19,38,1
28,2,2,21,18,19,28,1
35,5,2,21,18,19,35,1
30,10,2,26,18,19,30,1
36,30,2,28,18,19,36,1
20,5,0,1,20,19,8,1
20,2,0,6,20,19,6,1
20,0,3,8,20,19,13,1
20,2,3,9,20,19,19,1
20,10,1,12,20,19,19,1
20,5,1,13,20,19,16,1
20,12,2,13,20,19,14,1
20,8,2,14,20,19,19,1
20,2,2,15,20,19,20,1
28,8,2,15,20,19,28,1
20,2,1,16,20,19,9,1
20,8,2,16,20,19,19,1
21,2,3,16,20,19,21,1
22,8,3,17,20,19,22,1
20,5,1,18,20,19,20,1
28,0,2,18,20,19,28,1
20,10,2,19,20,19,14,1
20,10,2,20,20,19,19,1
34,2,1,23,20,19,34,1
23,2,1,23,20,19,12,1
28,2,2,23,20,19,28,1
40,5,2,26,20,19,40,1
22,2,0,5,22,19,7,1
22,2,2,5,22,19,2,1
22,5,1,6,22,19,18,1
22,2,1,8,22,19,18,1
22,8,1,10,22,19,16,1
22,0,3,10,22,19,7,1
22,10,2,12,22,19,21,1
25,5,2,14,22,19,25,1
22,5,1,15,22,19,16,1
22,5,1,17,22,19,19,1
22,2,1,18,22,19,18,1
27,12,3,19,22,19,27,1
24,8,1,22,22,19,24,1
22,8,2,22,22,19,22,1
59,2,5,29,22,19,59,2
23,0,2,7,23,19,4,1
23,2,2,7,23,19,18,1
23,0,3,7,23,19,16,1
23,0,2,8,23,19,11,1
23,2,2,10,23,19,17,1
23,2,3,12,23,19,15,1
44,8,3,14,23,19,44,1
23,5,1,16,23,19,15,1
31,2,2,16,23,19,31,1
23,2,3,16,23,19,23,1
23,2,3,17,23,19,22,1
29,2,2,18,23,19,29,1
23,2,3,18,23,19,23,1
23,8,3,18,23,19,20,1
23,8,2,19,23,19,19,1
23,2,3,21,23,19,22,1
28,2,3,22,23,19,28,1
23,2,1,23,23,19,15,1
29,8,3,29,23,19,27,1
25,0,2,5,25,19,7,1
25,0,1,7,25,19,12,1
25,10,2,8,25,19,7,1
25,2,1,10,25,19,11,1
25,10,3,11,25,19,12,1
25,2,2,12,25,19,19,1
25,15,2,13,25,19,14,1
25,5,2,14,25,19,22,1
25,5,1,15,25,19,22,1
25,5,3,16,25,19,12,1
28,2,2,19,25,19,28,1
28,2,3,19,25,19,28,1
32,15,3,21,25,19,32,1
25,15,2,23,25,19,20,1
43,10,3,27,25,19,43,1
27,0,3,6,27,19,9,1
27,0,1,11,27,19,20,1
27,0,1,11,27,19,9,1
27,2,3,12,27,19,8,1
27,2,1,13,27,19,17,1
27,2,1,14,27,19,24,1
29,10,1,14,27,19,29,1
27,8,2,14,27,19,8,1
27,2,2,15,27,19,25,1
27,2,2,15,27,19,16,1
27,2,2,18,27,19,15,1
30,8,2,21,27,19,30,1
35,2,3,24,27,19,35,1
56,18,3,31,27,19,56,2
61,2,5,34,27,19,61,2
70,5,3,42,27,19,70,2
28,0,2,2,28,19,6,1
28,0,3,10,28,19,13,1
28,5,3,11,28,19,21,1
28,18,2,12,28,19,22,1
28,8,0,13,28,19,20,1
28,8,2,15,28,19,24,1
28,0,6,16,28,19,19,1
28,10,2,19,28,19,27,1
33,0,2,20,28,19,33,1
36,8,2,23,28,19,36,1
28,12,2,23,28,19,28,1
29,10,2,24,28,19,29,1
30,5,1,9,30,19,10,1
30,0,2,9,30,19,8,1
30,10,2,15,30,19,21,1
30,2,3,16,30,19,25,1
30,2,2,17,30,19,27,1
30,2,2,18,30,19,23,1
30,2,3,18,30,19,28,1
44,0,3,22,30,19,44,1
42,5,3,24,30,19,42,1
32,2,3,7,32,19,17,1
32,5,1,10,32,19,23,1
32,10,1,10,32,19,16,1
32,25,8,12,32,19,19,1
32,8,3,13,32,19,11,1
32,2,2,15,32,19,13,1
32,15,2,17,32,19,29,1
32,5,3,18,32,19,28,1
37,2,3,23,32,19,37,1
33,15,3,13,33,19,31,1
40,40,3,13,33,19,31,1
33,10,2,14,33,19,33,1
33,22,2,14,33,19,17,1
33,2,5,14,33,19,28,1
33,0,3,15,33,19,24,1
38,2,2,23,33,19,38,1
53,12,2,25,33,19,53,2
33,2,5,25,33,19,32,1
35,2,3,15,35,19,22,1
35,2,2,17,35,19,27,1
35,2,2,19,35,19,31,1
53,0,5,25,35,19,53,2
43,2,3,29,35,19,43,1
35,22,3,29,35,19,29,1
37,8,2,14,37,19,22,1
37,2,3,14,37,19,6,1
37,0,5,16,37,19,27,1
37,0,5,17,37,19,24,1
37,5,3,20,37,19,27,1
41,2,2,23,37,19,41,1
37,2,5,24,37,19,26,1
38,2,6,15,38,19,24,1
38,8,6,17,38,19,31,1
40,2,5,21,38,19,40,1
58,2,5,32,38,19,58,2
67,2,5,33,38,19,67,2
46,5,3,37,38,19,46,1
40,12,3,16,40,19,27,1
40,2,2,18,40,19,30,1
54,5,3,36,40,19,54,2
42,5,3,11,42,19,17,1
42,30,1,13,42,19,24,1
42,5,2,14,42,19,25,1
42,0,5,17,42,19,27,1
52,5,5,42,42,19,52,2
43,5,2,7,43,19,8,1
43,5,5,8,43,19,20,1
43,5,6,15,43,19,24,1
43,2,5,16,43,19,37,1
50,5,3,23,43,19,50,1
49,8,3,23,43,19,49,1
57,8,5,39,43,19,57,2
83,5,7,44,43,19,83,2
45,15,2,15,45,19,35,1
45,2,6,18,45,19,33,1
54,8,3,22,45,19,54,2
49,5,3,26,45,19,49,1
49,5,3,27,45,19,49,1
84,2,6,40,45,19,84,2
47,8,3,12,47,19,29,1
47,8,6,13,47,19,27,1
47,2,5,16,47,19,24,1
47,2,7,17,47,19,31,1
47,5,7,19,47,19,28,1
47,2,3,23,47,19,47,1
69,5,12,27,47,19,69,2
72,5,8,31,48,19,72,2
50,10,7,17,50,19,33,1
50,2,8,18,50,19,29,1
116,5,6,58,50,19,116,3
52,2,5,9,52,19,14,2
52,8,7,15,52,19,22,2
52,10,9,20,52,19,48,2
65,5,7,45,52,19,65,2
79,25,6,50,52,19,79,2
86,5,6,61,52,19,86,2
54,2,6,12,54,19,25,2
54,0,5,14,54,19,29,2
55,8,7,18,55,19,37,2
55,2,8,22,55,19,46,2
55,5,5,25,55,19,46,2
62,5,6,40,55,19,62,2
108,2,7,50,56,19,108,3
57,2,3,9,57,19,23,2
57,5,8,18,57,19,42,2
57,2,8,21,57,19,44,2
59,2,7,25,59,19,58,2
60,2,7,21,60,19,48,2
75,10,6,28,60,19,75,2
67,15,8,22,67,19,47,2
69,2,15,29,69,19,57,2
92,5,14,51,75,19,92,2
110,8,17,52,82,19,110,3
20,2,0,10,0,20,10,1
20,2,0,4,2,20,2,1
20,0,0,6,2,20,6,1
20,2,1,6,2,20,14,1
20,2,1,6,2,20,3,1
20,0,0,9,2,20,13,1
20,0,1,9,2,20,11,1
20,0,1,10,2,20,12,1
20,2,0,12,2,20,9,1
20,0,0,3,3,20,4,1
20,2,0,16,3,20,10,1
20,2,0,16,3,20,13,1
24,2,1,16,3,20,24,1
20,0,1,18,3,20,15,1
20,0,0,1,5,20,11,1
20,2,0,9,5,20,9,1
20,2,0,11,5,20,9,1
20,2,1,11,5,20,1,1
20,2,1,12,5,20,17,1
20,2,1,13,5,20,7,1
20,2,0,14,5,20,7,1
20,2,1,14,5,20,5,1
20,2,1,4,7,20,7,1
20,2,1,8,7,20,15,1
20,2,0,9,7,20,6,1
20,2,1,10,7,20,6,1
20,2,1,11,7,20,6,1
20,2,1,11,7,20,9,1
20,0,1,12,7,20,20,1
20,0,1,12,7,20,15,1
20,2,1,12,7,20,15,1
20,0,1,13,7,20,11,1
20,2,1,14,7,20,7,1
20,8,1,14,7,20,16,1
20,5,1,16,7,20,9,1
20,2,0,17,7,20,12,1
20,2,1,4,8,20,10,1
20,2,1,9,8,20,20,1
20,0,1,11,8,20,20,1
23,2,1,12,8,20,23,1
26,0,0,13,8,20,26,1
20,2,1,14,8,20,14,1
20,2,1,14,8,20,7,1
20,0,1,15,8,20,11,1
20,2,1,16,8,20,18,1
28,0,1,18,8,20,28,1
22,0,1,22,8,20,16,1
23,0,1,23,8,20,12,1
28,18,0,28,8,20,20,1
39,0,1,32,8,20,39,1
20,0,1,5,10,20,8,1
20,0,1,5,10,20,8,1
20,2,1,5,10,20,6,1
20,2,1,8,10,20,5,1
20,2,1,9,10,20,6,1
21,2,1,14,10,20,21,1
20,0,1,16,10,20,12,1
30,2,1,18,10,20,30,1
20,2,1,18,10,20,15,1
20,0,1,20,10,20,16,1
25,8,1,25,10,20,11,1
29,2,2,27,10,20,29,1
20,0,2,4,12,20,0,1
20,2,1,11,12,20,12,1
20,0,1,12,12,20,17,1
25,2,1,12,12,20,25,1
20,2,2,12,12,20,15,1
20,2,1,13,12,20,19,1
20,0,2,14,12,20,12,1
20,2,2,14,12,20,18,1
35,2,1,17,12,20,35,1
20,2,2,20,12,20,14,1
23,2,2,23,12,20,11,1
20,2,1,2,13,20,3,1
20,2,2,4,13,20,12,1
20,2,1,7,13,20,4,1
20,0,1,9,13,20,9,1
20,2,1,10,13,20,16,1
20,0,2,12,13,20,10,1
20,5,0,14,13,20,10,1
20,2,2,16,13,20,18,1
27,0,1,19,13,20,27,1
43,2,2,20,13,20,43,1
31,12,1,21,13,20,31,1
22,2,3,22,13,20,12,1
28,2,2,25,13,20,28,1
20,0,1,4,15,20,9,1
20,2,2,4,15,20,4,1
21,2,1,7,15,20,21,1
20,2,2,8,15,20,5,1
20,5,2,8,15,20,18,1
20,0,2,9,15,20,3,1
20,2,2,11,15,20,12,1
20,2,2,12,15,20,8,1
33,0,1,15,15,20,33,1
22,2,2,18,15,20,22,1
20,2,1,19,15,20,16,1
20,0,2,20,15,20,11,1
20,0,1,4,17,20,15,1
20,0,1,7,17,20,7,1
20,2,2,8,17,20,15,1
22,12,2,9,17,20,22,1
20,2,2,13,17,20,18,1
20,2,2,15,17,20,14,1
20,2,2,17,17,20,19,1
20,12,8,20,17,20,19,1
22,0,2,22,17,20,17,1
32,5,1,23,17,20,32,1
20,2,1,4,18,20,7,1
20,0,2,6,18,20,4,1
22,10,3,12,18,20,22,1
20,5,1,14,18,20,16,1
20,5,2,14,18,20,14,1
20,2,2,17,18,20,13,1
22,2,2,18,18,20,22,1
34,5,1,22,18,20,34,1
23,8,0,23,18,20,20,1
31,5,2,29,18,20,31,1
20,2,1,6,20,20,10,1
20,5,2,6,20,20,4,1
20,10,1,7,20,20,9,1
20,0,1,9,20,20,16,1
26,2,3,11,20,20,26,1
20,0,2,12,20,20,6,1
20,2,2,12,20,20,9,1
20,0,2,15,20,20,12,1
31,10,2,15,20,20,31,1
20,0,1,18,20,20,14,1
22,12,2,19,20,20,22,1
24,5,2,8,22,20,24,1
22,5,1,9,22,20,10,1
22,8,2,12,22,20,14,1
25,2,2,15,22,20,25,1
28,2,1,17,22,20,28,1
22,2,1,17,22,20,10,1
22,12,2,20,22,20,22,1
24,2,1,24,22,20,18,1
23,2,2,9,23,20,17,1
23,10,1,10,23,20,22,1
23,10,2,10,23,20,23,1
26,8,3,15,23,20,26,1
23,2,0,17,23,20,17,1
23,2,1,19,23,20,22,1
28,2,3,19,23,20,28,1
23,2,3,21,23,20,19,1
34,2,2,23,23,20,34,1
25,2,1,3,25,20,5,1
25,8,2,11,25,20,19,1
25,8,2,11,25,20,11,1
27,2,3,12,25,20,27,1
25,18,7,12,25,20,19,1
25,2,2,13,25,20,20,1
25,2,2,15,25,20,15,1
25,2,2,16,25,20,21,1
34,2,3,11,27,20,34,1
27,2,3,11,27,20,9,1
27,2,1,13,27,20,12,1
27,5,2,14,27,20,27,1
27,5,2,15,27,20,22,1
36,2,3,22,27,20,36,1
49,2,3,24,27,20,49,1
34,2,3,27,27,20,34,1
28,0,2,8,28,20,15,1
28,0,5,9,28,20,26,1
28,8,2,12,28,20,12,1
28,8,2,17,28,20,20,1
28,8,2,18,28,20,27,1
30,0,1,10,30,20,22,1
30,5,2,12,30,20,14,1
30,2,5,12,30,20,14,1
30,8,2,13,30,20,18,1
30,8,2,17,30,20,21,1
30,5,3,19,30,20,23,1
32,10,3,19,30,20,32,1
53,2,3,38,30,20,53,2
32,5,0,6,32,20,9,1
32,5,3,12,32,20,23,1
32,5,5,12,32,20,28,1
32,5,3,19,32,20,26,1
32,2,2,21,32,20,29,1
33,28,2,22,32,20,33,1
54,12,3,22,32,20,54,2
32,12,3,31,32,20,24,1
33,15,1,10,33,20,18,1
33,2,3,11,33,20,22,1
35,2,3,13,33,20,35,1
33,2,5,15,33,20,30,1
39,15,2,20,33,20,39,1
35,8,2,9,35,20,19,1
36,2,3,15,35,20,36,1
63,0,5,30,35,20,63,2
77,2,5,40,35,20,77,2
37,2,5,20,37,20,31,1
43,8,3,23,37,20,43,1
38,2,3,5,38,20,10,1
38,15,3,13,38,20,15,1
38,0,5,15,38,20,30,1
38,12,3,23,38,20,30,1
57,2,5,24,38,20,57,2
68,5,5,68,38,20,68,2
40,0,5,11,40,20,16,1
40,2,6,15,40,20,36,1
40,10,3,16,40,20,23,1
40,8,3,18,40,20,33,1
40,10,2,22,40,20,27,1
42,2,3,17,42,20,25,1
43,2,2,11,43,20,18,1
43,8,5,12,43,20,18,1
43,2,5,21,43,20,42,1
43,32,3,26,43,20,43,1
45,8,2,9,45,20,22,1
45,28,1,16,45,20,22,1
96,5,5,64,45,20,96,2
47,2,6,8,47,20,30,1
54,2,5,20,47,20,54,2
47,15,6,20,47,20,24,1
47,0,7,23,47,20,36,1
74,12,6,31,47,20,74,2
62,2,5,35,48,20,62,2
50,2,5,13,50,20,26,1
94,8,5,57,50,20,94,2
51,2,5,13,51,20,31,2
51,8,2,15,51,20,24,2
51,15,2,18,51,20,25,2
51,2,7,19,51,20,30,2
52,0,5,12,52,20,17,2
57,2,5,21,52,20,57,2
63,5,5,38,52,20,63,2
92,5,3,47,53,20,92,2
112,8,7,63,54,20,112,3
55,2,5,26,55,20,34,2
98,5,6,64,55,20,98,2
57,5,8,18,57,20,34,2
61,10,7,35,57,20,61,2
59,2,9,16,59,20,41,2
60,22,7,33,59,20,60,2
62,5,10,29,60,20,62,2
61,8,9,34,60,20,61,2
61,2,6,28,61,20,58,2
124,2,7,80,61,20,124,3
64,8,8,21,64,20,37,2
67,10,8,19,67,20,44,2
21,2,1,5,2,21,6,1
24,2,0,9,2,21,24,1
21,2,0,10,2,21,12,1
21,2,0,11,2,21,19,1
21,5,0,11,2,21,20,1
21,0,0,12,2,21,10,1
21,0,0,14,2,21,20,1
21,0,0,17,2,21,15,1
21,0,0,19,2,21,16,1
21,0,0,6,3,21,11,1
21,2,1,7,3,21,7,1
21,10,1,8,3,21,,1
21,2,1,14,3,21,15,1
21,2,1,15,3,21,15,1
31,0,0,24,3,21,31,1
40,2,1,35,3,21,40,1
21,0,0,4,5,21,10,1
21,0,1,12,5,21,12,1
21,2,1,15,5,21,11,1
21,2,0,16,5,21,7,1
21,2,1,16,5,21,10,1
21,2,1,16,5,21,19,1
21,2,1,17,5,21,16,1
28,0,1,20,5,21,28,1
21,2,1,20,5,21,11,1
21,2,1,6,7,21,10,1
21,0,1,9,7,21,7,1
21,5,1,9,7,21,4,1
21,2,1,13,7,21,19,1
21,0,1,15,7,21,20,1
21,2,1,15,7,21,9,1
21,2,1,17,7,21,18,1
22,0,1,22,7,21,14,1
23,2,3,23,7,21,13,1
29,5,0,29,7,21,23,1
21,2,1,3,8,21,4,1
21,0,1,4,8,21,4,1
21,0,1,5,8,21,5,1
21,2,1,9,8,21,11,1
21,2,0,11,8,21,19,1
21,2,1,11,8,21,15,1
21,2,1,12,8,21,12,1
21,2,1,13,8,21,19,1
21,2,1,14,8,21,11,1
21,2,1,15,8,21,17,1
29,5,1,15,8,21,29,1
21,2,1,16,8,21,6,1
21,12,1,16,8,21,6,1
21,0,2,17,8,21,19,1
21,2,1,19,8,21,19,1
27,2,1,20,8,21,27,1
21,10,1,21,8,21,21,1
22,5,1,22,8,21,8,1
21,2,1,6,10,21,3,1
21,5,1,9,10,21,7,1
21,2,1,10,10,21,11,1
21,0,0,11,10,21,19,1
21,0,1,14,10,21,19,1
21,0,1,15,10,21,13,1
21,0,1,15,10,21,15,1
21,2,1,18,10,21,15,1
21,2,2,18,10,21,15,1
31,5,2,19,10,21,31,1
32,0,2,20,10,21,32,1
31,2,0,27,10,21,31,1
28,2,1,28,10,21,27,1
21,2,2,3,12,21,7,1
21,2,1,5,12,21,4,1
21,2,2,8,12,21,10,1
21,0,1,11,12,21,3,1
21,0,1,12,12,21,15,1
21,0,1,12,12,21,6,1
21,0,2,12,12,21,16,1
25,2,1,13,12,21,25,1
21,2,1,13,12,21,17,1
21,2,1,13,12,21,17,1
21,2,1,15,12,21,14,1
21,5,2,20,12,21,12,1
38,5,2,23,12,21,38,1
26,5,1,26,12,21,23,1
99,0,1,99,12,21,23,2
21,2,2,1,13,21,6,1
21,0,2,4,13,21,20,1
21,2,1,10,13,21,6,1
21,5,1,11,13,21,11,1
21,5,1,13,13,21,8,1
33,5,1,14,13,21,33,1
22,5,1,14,13,21,22,1
21,2,1,16,13,21,14,1
27,2,1,18,13,21,27,1
28,2,2,23,13,21,28,1
27,2,1,27,13,21,24,1
21,2,1,5,15,21,3,1
21,5,1,7,15,21,15,1
21,8,1,8,15,21,12,1
21,2,2,8,15,21,10,1
25,2,2,11,15,21,25,1
21,0,1,12,15,21,15,1
21,12,1,12,15,21,18,1
21,2,1,15,15,21,15,1
21,2,1,15,15,21,14,1
33,8,1,15,15,21,33,1
48,2,2,20,15,21,48,1
21,2,1,21,15,21,21,1
22,0,2,22,15,21,18,1
31,5,2,24,15,21,31,1
21,2,2,7,17,21,6,1
21,8,2,9,17,21,7,1
21,5,1,10,17,21,10,1
33,2,5,10,17,21,33,1
21,0,2,12,17,21,16,1
21,2,1,13,17,21,15,1
21,5,2,13,17,21,12,1
28,12,2,19,17,21,28,1
30,2,1,21,17,21,30,1
25,2,3,22,17,21,25,1
21,5,1,9,18,21,19,1
26,2,2,10,18,21,26,1
21,2,2,14,18,21,11,1
21,5,2,15,18,21,19,1
42,2,3,18,18,21,42,1
33,10,2,21,18,21,33,1
24,2,3,21,18,21,24,1
99,5,3,65,18,21,99,2
21,2,0,8,20,21,9,1
21,5,1,13,20,21,20,1
21,5,1,14,20,21,18,1
21,0,1,15,20,21,21,1
21,8,2,15,20,21,15,1
32,0,2,18,20,21,32,1
21,2,2,19,20,21,19,1
28,5,1,23,20,21,28,1
24,2,2,24,20,21,23,1
31,8,3,26,20,21,31,1
31,2,1,28,20,21,31,1
22,2,2,8,22,21,5,1
22,2,1,10,22,21,19,1
24,0,2,12,22,21,24,1
22,8,2,12,22,21,19,1
30,2,2,13,22,21,30,1
34,2,3,17,22,21,34,1
36,0,2,18,22,21,36,1
28,8,2,19,22,21,28,1
26,18,1,21,22,21,26,1
22,5,0,22,22,21,17,1
38,5,2,30,22,21,38,1
23,10,1,7,23,21,19,1
23,5,2,8,23,21,9,1
23,2,2,12,23,21,6,1
23,5,2,14,23,21,22,1
24,5,2,16,23,21,24,1
23,12,2,16,23,21,21,1
39,0,3,17,23,21,39,1
49,2,5,20,23,21,49,1
41,2,2,22,23,21,41,1
32,5,3,22,23,21,32,1
57,2,3,28,23,21,57,2
25,2,2,5,25,21,11,1
25,5,5,12,25,21,24,1
25,2,3,13,25,21,13,1
25,10,2,16,25,21,19,1
25,2,3,16,25,21,24,1
39,10,2,18,25,21,39,1
42,5,3,20,25,21,42,1
39,2,2,21,25,21,39,1
29,20,2,24,25,21,29,1
27,10,2,8,27,21,17,1
30,2,5,12,27,21,30,1
34,8,2,17,27,21,34,1
31,2,3,17,27,21,31,1
30,8,3,20,27,21,30,1
48,10,2,22,27,21,48,1
32,2,5,26,27,21,32,1
43,5,2,38,27,21,43,1
85,81,3,51,27,21,85,2
28,2,2,10,28,21,19,1
28,0,2,15,28,21,17,1
28,8,3,19,28,21,20,1
28,10,5,19,28,21,27,1
28,2,3,20,28,21,28,1
28,8,2,25,28,21,23,1
54,2,3,26,28,21,54,2
68,2,3,34,28,21,68,2
68,8,2,46,28,21,68,2
30,2,2,11,30,21,17,1
30,5,2,12,30,21,14,1
34,0,6,15,30,21,34,1
41,12,3,20,30,21,41,1
30,2,3,26,30,21,26,1
65,5,3,32,30,21,65,2
32,0,3,6,32,21,13,1
32,2,2,8,32,21,8,1
32,2,2,9,32,21,20,1
32,2,2,10,32,21,14,1
32,2,1,12,32,21,11,1
32,2,2,12,32,21,27,1
32,2,3,13,32,21,23,1
32,2,5,14,32,21,22,1
32,8,3,17,32,21,21,1
44,10,3,26,32,21,44,1
33,25,1,6,33,21,21,1
33,0,3,6,33,21,10,1
33,2,2,9,33,21,7,1
33,0,3,18,33,21,29,1
35,2,2,8,35,21,11,1
35,10,5,18,35,21,28,1
45,45,2,19,35,21,20,1
35,0,3,21,35,21,31,1
35,2,2,25,35,21,34,1
57,2,5,25,35,21,57,2
65,5,5,31,35,21,65,2
37,0,5,14,37,21,20,1
37,8,1,15,37,21,24,1
37,2,3,16,37,21,31,1
37,10,3,17,37,21,25,1
37,8,3,21,37,21,37,1
57,5,3,22,37,21,57,2
38,8,3,21,38,21,36,1
38,5,2,24,38,21,29,1
40,5,3,6,40,21,21,1
42,10,2,12,42,21,16,1
42,0,5,15,42,21,17,1
42,2,5,23,42,21,34,1
43,5,6,14,43,21,17,1
43,18,2,19,43,21,23,1
98,2,5,58,43,21,98,2
45,12,2,19,45,21,22,1
45,2,6,23,45,21,37,1
51,2,5,28,45,21,51,2
47,10,5,19,47,21,17,1
47,0,7,19,47,21,20,1
47,28,5,25,47,21,26,1
88,2,6,39,47,21,88,2
89,5,6,42,47,21,89,2
99,5,6,61,47,21,99,2
48,5,3,12,48,21,35,1
48,2,3,13,48,21,17,1
50,0,6,11,50,21,17,1
52,0,6,19,52,21,36,2
53,2,6,16,53,21,33,2
53,2,7,16,53,21,25,2
61,2,7,25,55,21,61,2
92,5,6,52,55,21,92,2
74,12,10,39,58,21,74,2
59,2,8,23,59,21,34,2
60,2,8,18,60,21,50,2
60,8,10,30,60,21,54,2
61,2,9,19,61,21,31,2
67,2,14,29,67,21,54,2
70,8,14,35,70,21,61,2
100,2,12,48,74,21,100,2
22,0,1,5,0,22,,1
22,2,0,11,0,22,18,1
22,0,0,4,2,22,12,1
22,0,0,4,2,22,13,1
22,2,0,9,2,22,12,1
22,2,0,11,2,22,11,1
22,2,0,13,2,22,3,1
22,2,1,6,3,22,3,1
22,2,1,6,3,22,3,1
22,0,0,10,3,22,13,1
22,0,1,11,3,22,14,1
22,2,1,11,3,22,11,1
32,2,1,14,3,22,32,1
22,0,0,16,3,22,8,1
22,0,0,14,5,22,14,1
22,0,0,15,5,22,9,1
22,0,1,15,5,22,16,1
22,2,1,15,5,22,16,1
22,2,1,17,5,22,19,1
